nombre_banco,descripcion_tipo_cuenta_contrato,origen,tipo_archivo_recaudo,mean,std,max,min
lulo bank sa,industria y comercio,p,pagos web,195535.66666666666,289908.56449807296,528615,3
macy's,facilidades,n,pagos web,258874.0,,258874,258874
macy's,impuesto predial,p,pagos web,883333.0,359351.66619900346,1137433,629233
master - master,alumbrado publico,p,pagos web,64637.0,,64637,64637
master - master,facilidades,p,pagos web,537435.0,,537435,537435
master - master,impuesto predial,a,pagos web,450967.3333333333,360636.97474311566,899803,20924
master - master,impuesto predial,n,pagos web,923202.25,571953.6975142743,1454742,154677
master - master,impuesto predial,p,pagos web,1012416.2571428572,1352629.4139215606,6223572,104
mbank s.a.,impuesto predial,p,pagos web,3050773.0,,3050773,3050773
mbna,impuesto predial,p,pagos web,2539154.0,2264315.0613090484,5126679,920340
mccoy f.c.u.,impuesto predial,p,pagos web,1055274.0,,1055274,1055274
merrick bank corporation,impuesto predial,p,pagos web,750349.0,,750349,750349
merrill lynch bank usa,impuesto predial,p,pagos web,4732071.0,,4732071,4732071
metabank,impuesto predial,n,pagos web,972974.6666666666,447184.8270238307,1398426,506837
metabank,impuesto predial,p,pagos web,133004.0,112041.06947900845,212229,53779
metro c.u.,facilidades,n,pagos web,140045.0,0.0,140045,140045
metro c.u.,impuesto predial,n,pagos web,833908.0,,833908,833908
"metrobank, s.a.",impuesto predial,p,pagos web,9157959.0,,9157959,9157959
midflorida c.u.,impuesto predial,p,pagos web,5408388.0,,5408388,5408388
mmg bank corporation,impuesto predial,n,pagos web,5254936.666666667,4345568.6164148105,7910066,240004
monzo bank limited,impuesto predial,n,pagos web,423905.5,526187.1472589386,795976,51835
monzo bank limited,impuesto predial,p,pagos web,144007.0,136595.7340146463,298956,41008
morgan stanley private bank na,impuesto predial,a,pagos web,3103486.0,,3103486,3103486
morgan stanley private bank na,impuesto predial,p,pagos web,3886357.0,2497665.2724022088,7454506,158932
movii,impuesto predial,a,pagos web,149130.36363636365,179085.21300167288,533162,14391
movii,impuesto predial,p,pagos web,154038.15384615384,131253.1346037408,490817,46081
movii,industria y comercio,p,pagos web,136902.14285714287,160142.07704767305,443341,36000
movii s.a.,facilidades,p,pagos web,851329.0,,851329,851329
movii s.a.,impuesto predial,a,pagos web,937438.5,1266621.2852563704,1833075,41802
movii s.a.,impuesto predial,n,pagos web,903637.0,,903637,903637
movii s.a.,impuesto predial,p,pagos web,117407.85714285714,159027.56354243655,832361,299
movii s.a.,industria y comercio,a,pagos web,149851.0,,149851,149851
movii s.a.,industria y comercio,n,pagos web,18000.0,,18000,18000
movii s.a.,industria y comercio,p,pagos web,322536.6,417784.2661072818,1007581,1988
movii sa,facilidades,n,pagos web,736527.0,,736527,736527
movii sa,facilidades,p,pagos web,2143260.5,2383827.3721141177,3828881,457640
movii sa,impuesto predial,a,pagos web,97719.0,97026.33863029152,208697,28925
movii sa,impuesto predial,n,pagos web,546372.0,,546372,546372
movii sa,impuesto predial,p,pagos web,183443.80952380953,333665.29915085,1421201,13
movii sa,impuesto telefonico,p,pagos web,53143.0,,53143,53143
movii sa,industria y comercio,a,pagos web,65218.5,10208.500599990186,72437,58000
movii sa,industria y comercio,p,pagos web,92139.85714285714,82986.03791286935,261291,36000
multibank inc.,impuesto predial,n,pagos web,2365535.0,,2365535,2365535
multibank inc.,impuesto predial,p,pagos web,554358.75,369800.52899941884,797703,3278
"multibank, inc.",impuesto predial,p,pagos web,1565551.0,,1565551,1565551
n26 gmbh,delineación urbana,a,pagos web,4488650.0,,4488650,4488650
n26 gmbh,facilidades,p,pagos web,4027867.0,,4027867,4027867
n26 gmbh,impuesto predial,n,pagos web,181654.44444444444,103802.9018719023,394807,70604
n26 gmbh,impuesto predial,p,pagos web,1345125.357142857,1127072.1576247974,3961924,14856
n26 gmbh,servicios,n,pagos web,6427.0,,6427,6427
national australia bank limite,impuesto predial,a,pagos web,3979594.0,,3979594,3979594
national bank of canada,impuesto predial,p,pagos web,463327.0,,463327,463327
national bank of dubai public,impuesto predial,p,pagos web,5551221.0,,5551221,5551221
national bank of kuwait (s.a.k,impuesto predial,p,pagos web,2813670.5,2329602.181492046,4460948,1166393
"national bank of kuwait, s.a.k",impuesto predial,p,pagos web,6150919.0,,6150919,6150919
national westminster bank plc,impuesto predial,n,pagos web,3058946.0,2512743.5449261433,4835724,1282168
national westminster bank plc,impuesto predial,p,pagos web,4572773.0,,4572773,4572773
nationwide building society,impuesto predial,n,pagos web,2122759.0,,2122759,2122759
nationwide building society,impuesto predial,p,pagos web,344940.0,,344940,344940
navy f.c.u.,impuesto predial,a,pagos web,1247264.0,,1247264,1247264
navy f.c.u.,impuesto predial,p,pagos web,846576.8181818182,1192765.6130847184,4051815,23716
nequi,alumbrado publico,a,pagos web,40428.4375,41648.53421825511,177054,888
nequi,alumbrado publico,n,pagos web,95251.33333333333,103485.43527643368,430381,1853
nequi,alumbrado publico,p,pagos web,88217.95774647887,185475.59756293218,1356715,872
nequi,aprov.esp.pub,n,pagos web,284039.51851851854,233439.89102639057,843649,72878
nequi,aprov.esp.pub,p,pagos web,730122.75,583476.3036382515,1905614,278616
nequi,circulacion y transito,a,pagos web,26447.5,19790.06170441886,59800,5540
nequi,circulacion y transito,n,pagos web,43119.354166666664,49463.883564221636,230777,4200
nequi,circulacion y transito,p,pagos web,50648.23943661972,90377.37363281232,616491,2832
nequi,delineación urbana,n,pagos web,895950.0,855656.5651591765,1742000,31000
nequi,delineación urbana,p,pagos web,164245.0,227737.88101675137,325280,3210
nequi,facilidades,a,pagos web,227827.70588235295,254253.2728420566,1501339,34183
nequi,facilidades,n,pagos web,262342.53773584904,365045.2672830467,2855343,2459
nequi,facilidades,p,pagos web,305291.58516320476,658869.0533144984,7579402,3582
nequi,impuesto predial,a,pagos web,180397.0701876303,285744.25535900146,3486646,2
nequi,impuesto predial,n,pagos web,189263.42007434944,300019.12036867643,3245280,3
nequi,impuesto predial,p,pagos web,210524.71157577063,629790.7647021376,63527514,3
nequi,impuesto predial,w,pagos web,175791.60869565216,226757.82338032543,968878,212
nequi,impuesto telefonico,n,pagos web,101778.5,93579.21852900888,167949,35608
nequi,impuesto telefonico,p,pagos web,25949.444444444445,50336.621548158546,204813,1413
nequi,industria y comercio,a,pagos web,106401.21862348178,184497.40518383964,2379694,10817
nequi,industria y comercio,n,pagos web,284711.1914893617,1514066.7001695042,28747701,5
nequi,industria y comercio,p,pagos web,161181.08946034044,342329.0226919647,8151178,1
nequi,industria y comercio,w,pagos web,234111.625,195354.63442814347,550500,828
nequi,ingresos no tributarios,n,pagos web,79120.33333333333,11183.646590744302,89829,64882
nequi,ingresos no tributarios,p,pagos web,286184.8333333333,182913.028942628,496952,66178
nequi,movilidad,n,pagos web,274000.0,,274000,274000
nequi,movilidad,p,pagos web,332040.0,187789.6688166996,990000,240600
nequi,otros ingresos,n,pagos web,7730.0,,7730,7730
nequi,otros ingresos,p,pagos web,60000.0,,60000,60000
nequi,publicidad exterior visual,p,pagos web,185250.0,78817.8279325179,303000,136000
nequi,rendimientos financieros y recursos no ejecutados,p,pagos web,875.0,,875,875
nequi,rentas contractuales,n,pagos web,294020.9142857143,362955.4161509329,2719183,14535
nequi,rentas contractuales,p,pagos web,340204.1929824561,328581.0754595562,2338374,2417
nequi,retencion ica,n,pagos web,42800.0,49494.444132649885,130000,8000
nequi,retencion ica,p,pagos web,113666.66666666667,137962.6651297262,441000,8000
nequi,servicios,n,pagos web,16012.094827586207,18617.488598196403,160675,6427
nequi,servicios,p,pagos web,25631.18181818182,27792.450902423778,104500,6000
netspend,impuesto predial,n,pagos web,361487.0,,361487,361487
netspend,impuesto predial,p,pagos web,570776.0,,570776,570776
nexi payments spa,impuesto predial,a,pagos web,729709.6,670532.0598914715,1369976,481
nexi payments spa,impuesto predial,n,pagos web,4778.0,,4778,4778
nexi payments spa,servicios,p,pagos web,12854.0,,12854,12854
nium pte. ltd.,impuesto predial,n,pagos web,320972.0,248923.5505022911,551856,105680
nium pte. ltd.,impuesto predial,p,pagos web,1392629.88,2526351.173684842,11761012,49746
nu bn servicios méxico s.a. de,impuesto predial,n,pagos web,643979.0,,643979,643979
nu bn servicios méxico sa de c,impuesto predial,p,pagos web,7612150.0,,7612150,7612150
nu pagamentos sa,alumbrado publico,n,pagos web,1191562.0,1342883.4587141208,2141124,242000
nu pagamentos sa,alumbrado publico,p,pagos web,97031.5,149532.13136217342,462704,9019
nu pagamentos sa,aprov.esp.pub,n,pagos web,245819.66666666666,79114.30738705442,337173,200143
nu pagamentos sa,aprov.esp.pub,p,pagos web,625714.0,,625714,625714
nu pagamentos sa,circulacion y transito,n,pagos web,10009.0,,10009,10009
nu pagamentos sa,circulacion y transito,p,pagos web,125201.1,225967.5186488585,737353,9880
nu pagamentos sa,delineación urbana,p,pagos web,1614000.0,1253613.576825012,3061000,856000
nu pagamentos sa,facilidades,a,pagos web,341128.6842105263,246057.28159765576,1027200,57901
nu pagamentos sa,facilidades,n,pagos web,755217.8222222222,956645.2302812319,5130172,60777
nu pagamentos sa,facilidades,p,pagos web,804162.0805084746,1126912.1224557243,9423593,13601
nu pagamentos sa,impuesto predial,a,pagos web,448733.6915254237,758284.2946443607,6241447,271
nu pagamentos sa,impuesto predial,n,pagos web,614958.9264305177,910404.614332564,10647543,270
nu pagamentos sa,impuesto predial,p,pagos web,626168.083864475,967039.9028567348,14054684,24
nu pagamentos sa,impuesto predial,w,pagos web,181840.2857142857,121937.57686034043,365138,9580
nu pagamentos sa,impuesto telefonico,p,pagos web,16664.5,8340.324484095328,22562,10767
nu pagamentos sa,industria y comercio,a,pagos web,286781.2,334987.19498989807,824986,36000
nu pagamentos sa,industria y comercio,n,pagos web,826607.3650793651,947980.1605360958,4053766,10551
nu pagamentos sa,industria y comercio,p,pagos web,922306.2228260869,1301886.967316749,7584355,47
nu pagamentos sa,movilidad,p,pagos web,858000.0,,858000,858000
nu pagamentos sa,publicidad exterior visual,n,pagos web,3969919.4,4097707.8021110534,8955000,303597
nu pagamentos sa,publicidad exterior visual,p,pagos web,1590500.0,366988.41943581816,1850000,1331000
nu pagamentos sa,rentas contractuales,n,pagos web,848900.0,503380.83224532893,1204844,492956
nummi.s.a.,alumbrado publico,p,pagos web,13028.0,,13028,13028
nummi.s.a.,impuesto predial,p,pagos web,5808.0,,5808,5808
oao swedbank,impuesto predial,n,pagos web,2386875.0,,2386875,2386875
oca s.a.,impuesto predial,p,pagos web,252575.0,,252575,252575
occidente,alumbrado publico,presencial,pagos presencial,1231774.7557551938,8366272.628144254,128464100,7
occidente,aportes voluntarios,presencial,pagos presencial,5600.0,,5600,5600
occidente,aprov.esp.pub,presencial,pagos presencial,241893.671875,247923.29422683833,1482455,32225
occidente,circulacion y transito,presencial,pagos presencial,62779.971911037894,97853.880646686,1780636,1247
occidente,cuotas partes jubilatorias,presencial,pagos presencial,763446.1428571428,1082709.2232694929,3174611,22369
occidente,delineación urbana,presencial,pagos presencial,42821757.307692304,256922432.76037648,3001623000,9000
occidente,estampilla procultura,presencial,pagos presencial,4322000.0,4903200.179474626,8751000,9000
occidente,impuesto predial,presencial,pagos presencial,609600.6617324562,4193433.5660725585,88135716,107
occidente,impuesto telefonico,presencial,pagos presencial,42085383.66860465,150350358.77073056,1000633011,616
occidente,industria y comercio,presencial,pagos presencial,1674974.501143482,28005991.54648443,2327831180,20
occidente,ingresos no tributarios,presencial,pagos presencial,2505128.6102062976,20028884.88129099,415990309,15
occidente,movilidad,presencial,pagos presencial,1857639.779661017,3356601.662903209,15247100,5700
occidente,multas codigo de policia,presencial,pagos presencial,10395404.857142856,25809151.869016007,100000000,57000
occidente,otros ingresos,presencial,pagos presencial,30683451.905982904,457222533.7928621,8534186750,2135
occidente,pot.,presencial,pagos presencial,6442318.555555556,14928666.462940127,46159404,658965
occidente,préstamos hipotecarios,presencial,pagos presencial,1894397.7545787545,8582986.273181267,136948156,381
occidente,publicidad exterior visual,presencial,pagos presencial,477270.69322709163,945527.0206537883,6814000,36421
occidente,recursos fonset,presencial,pagos presencial,20845125.0,67241614.6578168,382622000,27000
occidente,rendimientos financieros y recursos no ejecutados,presencial,pagos presencial,94721059.95112781,472130570.3980289,4652423598,14
occidente,rentas contractuales,presencial,pagos presencial,413614.520437536,942743.0084862061,19076389,1497
occidente,retencion ica,presencial,pagos presencial,8034092.7011494255,25030468.2909923,237205000,1000
occidente,servicios,presencial,pagos presencial,8309.561528899938,15791.206148249461,468601,200
occidente,transferencias,presencial,pagos presencial,183337519.8857143,1012335056.187656,6000000000,458175
open bank s.a,servicios,p,pagos web,25708.0,,25708,25708
open bank s.a.,impuesto predial,p,pagos web,161203.5,53759.20725326965,199217,123190
open bank s.a.,servicios,p,pagos web,12854.0,,12854,12854
partners f.c.u.,impuesto predial,p,pagos web,1465750.0,,1465750,1465750
"payblr, inc.",impuesto predial,p,pagos web,811466.0,,811466,811466
payoneer europe limited,impuesto predial,a,pagos web,1845779.5,2452907.4619953563,3580247,111312
payoneer europe limited,impuesto predial,n,pagos web,2917086.1818181816,4784304.839301041,15157889,168166
payoneer europe limited,impuesto predial,p,pagos web,2630709.029411765,3658527.58894998,17331524,67041
payoneer europe limited,industria y comercio,n,pagos web,7934.0,,7934,7934
payoneer europe limited,industria y comercio,p,pagos web,1089160.0,38410.040354053264,1116320,1062000
payrnet limited,impuesto predial,n,pagos web,189149.0,,189149,189149
pentagon f.c.u.,impuesto predial,n,pagos web,1463635.0,0.0,1463635,1463635
pentagon f.c.u.,impuesto predial,p,pagos web,2562758.5,1111699.8463526475,3348849,1776668
people's united bank,impuesto predial,p,pagos web,3195225.0,,3195225,3195225
people's united bank national,impuesto predial,p,pagos web,3306957.0,,3306957,3306957
pjsc bank mercury,impuesto predial,p,pagos web,6891070.0,,6891070,6891070
pnc bank n.a.,impuesto predial,p,pagos web,865530.0,,865530,865530
"pnc bank, global investment se",impuesto predial,a,pagos web,77620.5,21655.145173838016,92933,62308
"pnc bank, global investment se",impuesto predial,p,pagos web,2397387.0,654970.3009170213,3011020,1640789
"pnc bank, n.a.",impuesto predial,n,pagos web,3342478.0,,3342478,3342478
"pnc bank, n.a.",impuesto predial,p,pagos web,1086696.8,555885.4031661561,2007022,518603
"pnc bank, n.a.",rentas contractuales,p,pagos web,61779.0,,61779,61779
"pnc bank, national association",impuesto predial,p,pagos web,993065.0,1578839.7825351735,4384244,150
pomelo tecnologia sas,impuesto predial,a,pagos web,2175918.0,,2175918,2175918
pomelo tecnologia sas,impuesto predial,p,pagos web,40078.0,62705.166557469565,112437,1647
pomelo tecnologia sas,industria y comercio,n,pagos web,1295111.5,375925.5420432349,1560931,1029292
pomelo tecnologia sas,industria y comercio,p,pagos web,227604.0,,227604,227604
pomelo tecnologia sas,servicios,n,pagos web,28921.5,13633.725848057822,38562,19281
popular,alumbrado publico,presencial,pagos presencial,74887.3,185990.61212066957,1658738,2604
popular,aprov.esp.pub,presencial,pagos presencial,269366.5,12779.540856384474,278403,260330
popular,circulacion y transito,presencial,pagos presencial,57797.124529721594,72847.78622580219,992369,645
popular,cuotas partes jubilatorias,presencial,pagos presencial,1660227.0,1297372.061826907,3003852,414674
popular,delineación urbana,presencial,pagos presencial,870743.4237288135,1491743.5184639413,7641000,35000
popular,impuesto predial,presencial,pagos presencial,297297.46466165414,1387667.548541943,40000000,5059
popular,impuesto telefonico,presencial,pagos presencial,138056578.6,308663194.89987224,690210087,7723
popular,industria y comercio,presencial,pagos presencial,636216.9878567092,8900458.057806622,273942636,60
popular,ingresos no tributarios,presencial,pagos presencial,683239.25,1305943.010257604,11390508,637
popular,movilidad,presencial,pagos presencial,235247.23011015911,215534.89643947996,2542000,8450
popular,multas codigo de policia,presencial,pagos presencial,3789889.0,,3789889,3789889
popular,otros ingresos,presencial,pagos presencial,2067778.566037736,10443180.18031815,76300000,12
popular,préstamos hipotecarios,presencial,pagos presencial,1578508.3762781187,5541155.422162092,71505940,47
popular,publicidad exterior visual,presencial,pagos presencial,163934.0,70205.21538318931,245000,123401
popular,rendimientos financieros y recursos no ejecutados,presencial,pagos presencial,84363730.2244898,322171897.1644745,1617952802,561
popular,rentas contractuales,presencial,pagos presencial,413105.14634146343,476754.72514488833,1723000,15569
popular,retencion ica,presencial,pagos presencial,6604454.545454546,4242660.211792511,12269000,323000
popular,servicios,presencial,pagos presencial,7875.634002361275,13339.919311134889,344624,200
"popular bank ltd., inc.",impuesto predial,p,pagos web,4780286.0,,4780286,4780286
postepay s.p.a,impuesto predial,n,pagos web,77125.5,108982.83265037664,154188,63
postepay s.p.a,impuesto predial,p,pagos web,174380.0,244779.15444334716,347465,1295
postfinance ag,facilidades,p,pagos web,4036614.0,,4036614,4036614
postfinance ag,impuesto predial,p,pagos web,3184039.0,,3184039,3184039
prepaid financial services ltd,servicios,n,pagos web,6427.0,,6427,6427
president's choice bank,impuesto predial,p,pagos web,174762.0,232463.93244651955,456969,7
private bank and trust company,impuesto predial,p,pagos web,58029.0,,58029,58029
pscu incorporated,impuesto predial,p,pagos web,303849.0,,303849,303849
pse - cuentas débito ahorro y,alumbrado publico,a,pagos web,119058.0,,119058,119058
pse - cuentas débito ahorro y,alumbrado publico,n,pagos web,1428933.8333333333,2738641.3621111047,6976000,43000
pse - cuentas débito ahorro y,alumbrado publico,p,pagos web,929281.5625,1309029.4696557939,4104000,17200
pse - cuentas débito ahorro y,aprov.esp.pub,n,pagos web,696105.375,1360678.812538689,4051336,32779
pse - cuentas débito ahorro y,aprov.esp.pub,p,pagos web,2085259.0,1072685.8789755276,3002335,286302
pse - cuentas débito ahorro y,circulacion y transito,a,pagos web,20526.0,1971.4137059480945,21920,19132
pse - cuentas débito ahorro y,circulacion y transito,n,pagos web,49713.2,68876.30993848943,220940,4200
pse - cuentas débito ahorro y,circulacion y transito,p,pagos web,53866.88,47298.30427133021,183828,5760
pse - cuentas débito ahorro y,delineación urbana,p,pagos web,7095295.333333333,6429067.548043444,13584026,727600
pse - cuentas débito ahorro y,estampilla procultura,p,pagos web,10935000.0,2749231.165253297,12879000,8991000
pse - cuentas débito ahorro y,facilidades,a,pagos web,488752.0,,488752,488752
pse - cuentas débito ahorro y,facilidades,n,pagos web,123468.0,,123468,123468
pse - cuentas débito ahorro y,facilidades,p,pagos web,129056.0,,129056,129056
pse - cuentas débito ahorro y,impuesto predial,a,pagos web,57705.0,,57705,57705
pse - cuentas débito ahorro y,impuesto predial,n,pagos web,1073632.3333333333,772105.0104035937,1926527,422298
pse - cuentas débito ahorro y,impuesto predial,p,pagos web,362562.76923076925,374326.0009811309,1140133,3954
pse - cuentas débito ahorro y,impuesto telefonico,n,pagos web,189999.0,,189999,189999
pse - cuentas débito ahorro y,impuesto telefonico,p,pagos web,36678.0,,36678,36678
pse - cuentas débito ahorro y,industria y comercio,a,pagos web,310982.0,,310982,310982
pse - cuentas débito ahorro y,industria y comercio,n,pagos web,2511348.466666667,5515383.410452555,21415000,2340
pse - cuentas débito ahorro y,industria y comercio,p,pagos web,2611199.6666666665,7194768.258633785,35446548,161
pse - cuentas débito ahorro y,ingresos no tributarios,n,pagos web,277629.0,,277629,277629
pse - cuentas débito ahorro y,ingresos no tributarios,p,pagos web,361550.25,134305.44807111635,534214,255068
pse - cuentas débito ahorro y,movilidad,p,pagos web,2460550.0,2029035.563184309,4605100,268500
pse - cuentas débito ahorro y,otros ingresos,n,pagos web,300221.0,424479.0291734092,600373,69
pse - cuentas débito ahorro y,otros ingresos,p,pagos web,504.0,690.1362184380704,992,16
pse - cuentas débito ahorro y,publicidad exterior visual,n,pagos web,151000.0,,151000,151000
pse - cuentas débito ahorro y,publicidad exterior visual,p,pagos web,1576221.5555555555,3560009.069596562,11049000,151000
pse - cuentas débito ahorro y,recursos fonset,n,pagos web,197000.0,,197000,197000
pse - cuentas débito ahorro y,recursos fonset,p,pagos web,115465833.33333333,147588979.66232663,404168000,2084000
pse - cuentas débito ahorro y,rendimientos financieros y recursos no ejecutados,n,pagos web,410924.5,43299.68374595824,441542,380307
pse - cuentas débito ahorro y,rendimientos financieros y recursos no ejecutados,p,pagos web,3991614.625,4414530.908737641,11398707,136445
pse - cuentas débito ahorro y,rentas contractuales,a,pagos web,441391.5,213401.2910281941,592289,290494
pse - cuentas débito ahorro y,rentas contractuales,n,pagos web,6585663.625,10929578.121301128,27608000,40293
pse - cuentas débito ahorro y,rentas contractuales,p,pagos web,2473017.4,2989557.406228785,8465116,277583
pse - cuentas débito ahorro y,retencion ica,n,pagos web,488000.0,,488000,488000
pse - cuentas débito ahorro y,retencion ica,p,pagos web,294666.6666666667,168506.18188462206,487000,173000
pse - cuentas débito ahorro y,transferencias,n,pagos web,975437230.5,1377339969.5951447,1949363663,1510798
pse - cuentas débito ahorro y,transferencias,p,pagos web,22492679.0,21405520.78420525,46794172,6433685
purdue f.c.u.,impuesto predial,p,pagos web,1885260.3333333333,2180455.090287423,4403033,626374
rappipay,circulacion y transito,p,pagos web,15636.0,8846.778396682037,25208,7760
rappipay,facilidades,p,pagos web,126788.0,100785.34373608099,198054,55522
rappipay,impuesto predial,a,pagos web,35961.0,15270.67804650468,46759,25163
rappipay,impuesto predial,p,pagos web,405172.76271186443,640976.5489162056,3619815,63
rappipay,industria y comercio,a,pagos web,49262.666666666664,1093.5014098451518,49894,48000
rappipay,industria y comercio,p,pagos web,144831.66666666666,334221.37921848433,1466334,575
rappipay daviplata,facilidades,p,pagos web,249632.0,,249632,249632
rappipay daviplata,impuesto predial,a,pagos web,706.0,,706,706
rappipay daviplata,impuesto predial,n,pagos web,278714.0,169163.9836903825,398331,159097
rappipay daviplata,impuesto predial,p,pagos web,286477.0,230193.70958514794,782215,49506
rappipay daviplata,industria y comercio,p,pagos web,46351.0,,46351,46351
"rappipay, s.a.s.",alumbrado publico,n,pagos web,228442.0,,228442,228442
"rappipay, s.a.s.",alumbrado publico,p,pagos web,927105.6,1815852.7239240245,4169800,38165
"rappipay, s.a.s.",circulacion y transito,a,pagos web,262905.0,178210.7078488832,388919,136891
"rappipay, s.a.s.",circulacion y transito,n,pagos web,44085.0,28209.442272638666,81220,13180
"rappipay, s.a.s.",circulacion y transito,p,pagos web,127724.7,215355.74649611747,727684,15020
"rappipay, s.a.s.",delineación urbana,n,pagos web,1997174.0,2629726.403989079,5905330,199096
"rappipay, s.a.s.",delineación urbana,p,pagos web,198905.33333333334,227.47600606070836,199168,198774
"rappipay, s.a.s.",facilidades,a,pagos web,324069.75,418804.4396228388,1351202,27283
"rappipay, s.a.s.",facilidades,n,pagos web,2407830.2,2949796.254502327,9709940,57845
"rappipay, s.a.s.",facilidades,p,pagos web,1559439.5272727273,3422598.4961008183,28673028,18483
"rappipay, s.a.s.",impuesto predial,a,pagos web,572102.2226890756,765579.2419844918,5766465,229
"rappipay, s.a.s.",impuesto predial,n,pagos web,1027883.7342657342,1952290.5629413705,15702953,613
"rappipay, s.a.s.",impuesto predial,p,pagos web,782907.19133574,1218973.2504874312,16113920,124
"rappipay, s.a.s.",impuesto predial,w,pagos web,27444.0,,27444,27444
"rappipay, s.a.s.",impuesto telefonico,p,pagos web,32158.0,,32158,32158
"rappipay, s.a.s.",industria y comercio,a,pagos web,218870.75,410721.38032073295,1512704,29574
"rappipay, s.a.s.",industria y comercio,n,pagos web,1146723.2903225806,2101617.980022507,11941607,2069
"rappipay, s.a.s.",industria y comercio,p,pagos web,1136764.0714285714,2181856.1407417245,13388198,927
"rappipay, s.a.s.",industria y comercio,w,pagos web,1967000.0,,1967000,1967000
"rappipay, s.a.s.",ingresos no tributarios,n,pagos web,298456.125,98409.07187629386,404033,200857
"rappipay, s.a.s.",ingresos no tributarios,p,pagos web,337457.0,3798.897647125193,345070,333674
"rappipay, s.a.s.",rentas contractuales,n,pagos web,112111.16666666667,112869.92115425023,306251,42894
"rappipay, s.a.s.",servicios,n,pagos web,12854.0,0.0,12854,12854
rbc royal bank of canada,impuesto predial,p,pagos web,306752.0,,306752,306752
rbs national bank,impuesto predial,n,pagos web,651937.0,,651937,651937
redeban multicolor s.a.,alumbrado publico,p,pagos web,120592.0,,120592,120592
redeban multicolor s.a.,circulacion y transito,a,pagos web,52695.0,9613.759236982518,66880,46520
redeban multicolor s.a.,circulacion y transito,p,pagos web,54490.0,67613.55041705768,102300,6680
redeban multicolor s.a.,delineación urbana,p,pagos web,209000.0,,209000,209000
redeban multicolor s.a.,facilidades,p,pagos web,609381.2142857143,579599.7646347373,2177383,43901
redeban multicolor s.a.,impuesto predial,a,pagos web,974299.4,791196.8908297521,2159089,9366
redeban multicolor s.a.,impuesto predial,p,pagos web,634506.3408071749,921703.864204673,9820185,176
redeban multicolor s.a.,industria y comercio,p,pagos web,344292.3870967742,692541.1947997753,3510835,12541
regions bank,impuesto predial,n,pagos web,1095921.0,280480.9758254559,1294251,897591
regions bank,impuesto predial,p,pagos web,1730478.3333333333,2407735.4856832316,6251626,39573
regions bank,industria y comercio,p,pagos web,3675921.0,,3675921,3675921
"republic bank, ltd.",impuesto predial,p,pagos web,329425.5,425568.6807232177,630348,28503
revolut issued by wirecard car,impuesto predial,p,pagos web,791441.0,,791441,791441
revolut ltd,alumbrado publico,p,pagos web,68456.0,,68456,68456
revolut ltd,facilidades,p,pagos web,1312282.0,,1312282,1312282
revolut ltd,impuesto predial,n,pagos web,156179.0,151571.1669744612,263356,49002
revolut ltd,impuesto predial,p,pagos web,2184799.4,1476980.7251786666,3853567,362701
ripley visa,alumbrado publico,n,pagos web,463421.0,,463421,463421
ripley visa,facilidades,n,pagos web,2566890.0,2782243.152439772,4534233,599547
ripley visa,facilidades,p,pagos web,1548318.68,1691353.5443553957,6451936,53794
ripley visa,impuesto predial,a,pagos web,1050351.6363636365,706505.3911268155,2832821,301750
ripley visa,impuesto predial,n,pagos web,662959.6666666666,570873.0160677299,1667588,198920
ripley visa,impuesto predial,p,pagos web,484096.2465116279,676108.7065108228,5359098,214
ripley visa,impuesto telefonico,p,pagos web,37884.0,,37884,37884
ripley visa,industria y comercio,a,pagos web,227191.33333333334,22581.901078813837,240229,201116
ripley visa,industria y comercio,n,pagos web,478564.0,,478564,478564
ripley visa,industria y comercio,p,pagos web,728080.5769230769,767973.7444214183,2286123,18400
ripley visa,otros ingresos,p,pagos web,141700.0,,141700,141700
ripley visa,recursos fonset,p,pagos web,431108.0,,431108,431108
rogers bank,impuesto predial,p,pagos web,2694445.0,,2694445,2694445
royal bank of canada,facilidades,n,pagos web,29027847.0,,29027847,29027847
royal bank of canada,impuesto predial,n,pagos web,1836254.888888889,2035801.211824318,6336693,14562
royal bank of canada,impuesto predial,p,pagos web,1805036.5882352942,1715254.0015963037,5903330,122687
sabana bank,impuesto predial,p,pagos web,964718.0,0.0,964718,964718
san diego county c.u.,impuesto predial,p,pagos web,804483.5,357979.1719367204,1057613,551354
san diego county c.u.,industria y comercio,p,pagos web,2374485.0,,2374485,2374485
"santander bank, na",impuesto predial,n,pagos web,495404.75,313002.502232144,850605,232270
"santander bank, na",impuesto predial,p,pagos web,11176.0,,11176,11176
santander consumer bank ag,impuesto predial,p,pagos web,1407313.3333333333,2258310.6984014255,4013319,23576
"santander consumo, s.a. de c.v",impuesto predial,n,pagos web,1155883.5,778388.0944776199,1706287,605480
"santander consumo, s.a. de c.v",impuesto predial,p,pagos web,499139.2,404300.4764982352,1209484,261781
"santander consumo, s.a. de c.v",servicios,n,pagos web,6427.0,,6427,6427
santander uk plc,impuesto predial,p,pagos web,292970.5,248989.97532531305,469033,116908
saudi british bank,facilidades,p,pagos web,1809965.0,,1809965,1809965
saudi british bank,impuesto predial,p,pagos web,2643645.0,410983.1891476828,2934254,2353036
savings institute,impuesto predial,p,pagos web,654408.5,231692.72924392772,818240,490577
scotiabank caribbean holding l,impuesto predial,n,pagos web,1924.0,,1924,1924
